"database_id","target_id","comparator_id","analysis_id","preference_score","target_density","comparator_density"
"HIRA",763,680,3,0.767676767676768,0.0194145364110274,0.011689277932927
"HIRA",763,680,3,0.777777777777778,0.00676418082051375,0.0055531106533888
"HIRA",763,680,3,0.787878787878788,0.00196169754418152,0.00173295021616893
"HIRA",763,680,3,0.797979797979798,0.000476080041451986,0.000333931859348099
"HIRA",763,680,3,0.808080808080808,9.54383128995642e-05,3.99115743497338e-05
"HIRA",763,680,3,0.818181818181818,1.53848923492787e-05,2.9322918925416e-06
"HIRA",763,680,3,0.828282828282828,2.09434430185642e-06,1.24437945775464e-07
"HIRA",763,680,3,0.838383838383838,2.24706487025269e-07,3.5452766707756e-09
"HIRA",763,680,3,0.848484848484849,1.98631340853109e-08,5.77164700464554e-11
"HIRA",763,680,3,0.858585858585859,1.43390243872176e-09,5.41378715439664e-13
"HIRA",763,680,3,0.868686868686869,7.91867783596352e-11,3.53683012750829e-15
"HIRA",763,680,3,0.878787878787879,3.85893553452769e-12,4.67593089711513e-17
"HIRA",763,680,3,0.888888888888889,1.41687911760296e-13,0
"HIRA",763,680,3,0.898989898989899,4.25113734492503e-15,0
"HIRA",763,680,3,0.909090909090909,0,6.37093377194877e-18
"HIRA",763,680,3,0.919191919191919,0,0
"HIRA",763,680,3,0.929292929292929,0,5.16507352455506e-17
"HIRA",763,680,3,0.939393939393939,0,0
"HIRA",763,680,3,0.94949494949495,0,1.88782323249873e-16
"HIRA",763,680,3,0.95959595959596,0,0
"HIRA",763,680,3,0.96969696969697,5.36720792120878e-17,0
"HIRA",763,680,3,0.97979797979798,0,2.5423414206979e-17
"HIRA",763,680,3,0.98989898989899,0,0
"HIRA",763,680,3,1,0,0
